respondent_id,Q1_1,Q1_2,Q1_3,Q1_4,Q2_1,Q2_2,Q2_3,Q2_4,Q3_1,Q3_2,Q3_3,Q3_4,Q3_5,Q3_6,Q4_1,Q4_2,Q4_3,Q4_4,WB_1,WB_2,WB_3,WB_4,WB_5,WB_6,WB_7,WB_8,WB_9,WB_10,WB_11,WB_12,WB_13,WB_14,WB_15,WB_16,WB_17,WB_18,WB_19,WB_20,department,gender,management_level,ethnicity,job_level,is_manager,campus,performance_rating,manager_id,manager_name,terminated,erg_participations
R0210,4,5,5,5,4,4,4,5,4,5,5,5,5,5,5,5,5,5,4,3,4,5,3,4,4,4,5,3,4,4,3,4,4,4,3,5,4,4,Engineering,Female,Manager,Non-Minority,Senior Professional,1,Northeast,Exceeds,M0041,Manager 1,0,0
R0211,3,3,3,4,5,4,4,4,5,5,5,5,5,5,3,4,5,4,5,5,5,4,4,3,4,4,5,4,4,4,5,5,5,5,4,4,5,5,Risk Management,Male,Individual Contributor,Non-Minority,Senior Professional,0,Southeast,Meets,M0047,Manager 18,0,1
R0212,2,2,2,3,1,3,3,2,4,4,2,3,2,3,3,2,4,4,3,4,2,3,2,4,4,4,4,4,3,4,3,3,3,4,3,3,3,4,Marketing,Male,Senior Leader,Non-Minority,Senior Professional,1,Northeast,Meets,M0035,Manager 43,0,0
R0213,4,3,2,4,3,4,3,4,4,3,3,3,4,3,4,4,5,5,4,3,4,3,4,5,3,4,3,4,4,3,5,3,4,2,4,4,3,2,Risk Management,Male,Individual Contributor,Non-Minority,VP,0,Remote,Meets,M0007,Manager 47,0,0
R0214,4,4,3,4,3,4,4,4,4,4,4,4,3,4,3,3,3,3,4,4,5,5,5,3,5,5,4,4,4,3,4,4,4,4,4,4,4,4,Supply Chain,Male,Individual Contributor,Non-Minority,Director,0,West,Meets,M0042,Manager 17,0,2
R0215,3,3,4,3,4,4,3,4,3,4,4,4,4,4,4,2,3,2,3,5,4,4,4,5,4,5,4,4,5,5,5,4,4,4,4,5,3,4,Risk Management,Female,Individual Contributor,Non-Minority,Director,0,Remote,Below,M0036,Manager 14,0,1
R0216,3,3,4,4,4,4,5,4,4,4,5,4,4,4,3,3,4,4,1,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,2,1,2,1,Risk Management,Male,Individual Contributor,Non-Minority,Manager,0,Southeast,Exceeds,M0021,Manager 18,0,0
R0217,4,3,3,4,2,2,3,3,4,4,4,4,5,4,3,4,3,3,3,1,2,3,2,1,3,2,2,2,2,3,1,3,2,2,3,3,1,3,Sales,Female,Individual Contributor,Non-Minority,Senior Manager,0,West,Meets,M0010,Manager 29,1,0
R0218,3,4,3,2,3,3,3,5,3,3,2,3,3,4,4,2,3,3,4,5,4,5,5,5,5,5,4,3,5,4,5,5,5,5,4,5,4,5,Sales,Female,Individual Contributor,Minority,Director,0,West,Exceeds,M0024,Manager 10,1,0
R0219,3,4,3,4,4,4,3,3,2,3,3,4,3,3,4,5,5,5,3,2,2,4,3,4,3,2,3,2,3,3,3,2,3,3,3,3,3,4,Product,Female,Manager,Non-Minority,Entry,1,West,Exceeds,M0012,Manager 30,1,3
R0220,5,5,5,5,3,4,3,3,3,4,3,4,3,3,3,3,2,3,4,3,3,4,4,4,3,4,4,3,3,4,2,3,3,4,3,4,3,4,Marketing,Female,Individual Contributor,Minority,VP,0,Southeast,Below,M0013,Manager 37,0,1
R0221,4,3,4,4,3,3,4,3,4,5,4,4,5,5,3,3,4,4,2,2,2,2,2,1,2,2,3,1,2,2,2,3,2,1,1,3,2,1,Product,Female,Manager,Non-Minority,Director,1,Southeast,Exceeds,M0042,Manager 19,0,1
R0222,3,3,3,3,4,4,4,3,5,5,5,5,5,5,4,4,4,5,3,3,3,4,3,2,4,2,4,3,2,3,3,3,3,4,3,3,3,4,Finance,Female,Individual Contributor,Non-Minority,Senior Professional,0,Southeast,Meets,M0012,Manager 26,0,2
R0223,3,2,3,3,4,4,4,4,2,3,3,2,4,3,2,1,1,2,3,2,3,3,2,2,4,1,2,2,3,3,2,3,3,2,3,2,2,2,Research,Female,Manager,Non-Minority,Senior Manager,1,Southeast,Meets,M0005,Manager 10,0,2
R0224,5,4,5,4,4,4,4,4,3,2,2,2,2,3,4,4,5,4,2,2,2,2,3,2,3,3,2,2,2,3,2,3,3,2,2,3,2,2,Human Resources,Male,Senior Leader,Non-Minority,Manager,1,Southeast,Exceeds,M0030,Manager 42,0,0
R0225,3,3,4,3,1,1,1,1,5,4,4,4,4,4,2,3,3,3,5,5,5,5,4,4,5,5,4,5,5,5,5,5,5,5,5,5,5,5,Legal,Female,Individual Contributor,Minority,Entry,0,Remote,Exceeds,M0009,Manager 47,0,0
R0226,3,4,3,3,4,5,5,5,4,4,4,4,5,4,4,5,4,4,5,5,4,4,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,4,Communications,Male,Individual Contributor,Non-Minority,VP,0,Northeast,Exceeds,M0039,Manager 7,0,3
R0227,3,3,3,3,2,1,2,1,4,5,5,4,4,5,3,3,3,4,5,4,5,5,5,5,4,5,5,5,5,5,4,5,5,4,5,5,4,4,Legal,Male,Individual Contributor,Non-Minority,Manager,0,Northeast,Exceeds,M0008,Manager 1,0,0
R0228,4,3,3,4,3,4,3,3,2,3,3,2,2,2,5,5,5,5,2,3,3,2,1,2,3,1,2,2,2,2,2,3,2,3,2,3,2,2,Communications,Male,Individual Contributor,Non-Minority,VP,0,Northeast,Meets,M0009,Manager 16,0,1
R0229,4,3,3,3,2,4,4,4,3,2,3,3,3,3,3,3,3,4,4,3,3,3,4,3,4,3,2,4,4,4,3,3,4,5,4,4,3,3,Communications,Male,Manager,Non-Minority,Entry,1,Midwest,Meets,M0010,Manager 41,0,1
R0230,5,5,5,5,5,4,5,4,3,4,3,4,4,4,2,3,2,3,3,3,3,3,4,4,3,4,3,4,4,3,3,4,2,4,4,4,3,3,IT,Female,Senior Leader,Minority,Entry,1,Northeast,Exceeds,M0007,Manager 35,0,2
R0231,3,4,4,4,4,5,5,4,5,5,5,4,4,4,4,5,5,5,4,4,4,3,3,5,3,4,4,3,4,4,4,3,3,3,3,4,5,4,Supply Chain,Female,Individual Contributor,Non-Minority,VP,0,Midwest,Exceeds,M0046,Manager 6,0,1
R0232,4,5,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,5,5,4,4,4,4,4,5,4,4,5,4,5,4,4,4,5,Sales,Female,Individual Contributor,Non-Minority,Professional,0,West,Meets,M0049,Manager 37,0,0
R0233,4,5,4,5,2,2,2,3,3,3,2,3,2,3,5,5,5,4,3,2,3,3,4,3,3,4,2,2,3,2,4,4,4,3,3,3,3,2,Product,Female,Individual Contributor,Non-Minority,VP,0,Southeast,Meets,M0020,Manager 22,0,0
R0234,2,1,2,1,5,4,4,4,3,2,2,3,2,2,4,3,3,3,4,2,3,4,3,2,2,3,4,3,3,2,2,3,4,3,3,3,4,2,Product,Female,Individual Contributor,Non-Minority,Professional,0,Southeast,Exceeds,M0004,Manager 35,0,1
R0235,3,4,4,4,4,4,4,5,4,4,3,5,4,3,4,3,4,3,3,4,4,4,4,4,4,4,4,3,3,4,3,4,3,3,3,3,4,4,Supply Chain,Female,Individual Contributor,Non-Minority,Senior Professional,0,Remote,Meets,M0008,Manager 2,0,0
R0236,4,3,4,4,4,4,4,4,5,3,5,4,4,4,4,3,3,4,3,4,4,3,3,4,4,4,3,4,3,3,3,4,4,4,3,3,4,3,Risk Management,Female,Individual Contributor,Non-Minority,Entry,0,Northeast,Meets,M0035,Manager 19,0,3
R0237,3,4,4,3,3,3,4,3,5,5,5,5,5,5,2,3,3,3,3,3,5,3,3,4,4,3,3,3,4,3,3,2,3,4,4,4,4,4,Human Resources,Female,Individual Contributor,Non-Minority,Senior Manager,0,West,Meets,M0010,Manager 1,0,2
R0238,3,4,4,3,5,5,5,5,5,4,4,4,5,4,4,3,3,3,3,2,4,4,4,2,3,4,3,2,3,3,3,4,2,3,2,2,2,3,Sales,Male,Manager,Non-Minority,Entry,1,Southeast,Meets,M0028,Manager 25,0,2
R0239,5,5,5,5,4,3,5,4,4,4,4,4,4,5,3,4,3,3,3,4,4,4,4,4,4,5,5,4,3,4,4,5,4,4,4,3,4,3,Marketing,Male,Manager,Non-Minority,Senior Professional,1,Midwest,Meets,M0015,Manager 44,0,0
R0240,5,5,5,5,4,5,5,5,4,4,4,3,4,4,3,3,3,3,3,3,3,3,3,4,3,3,3,5,2,2,2,3,3,3,3,3,3,3,Legal,Male,Manager,Non-Minority,Director,1,Northeast,Below,M0032,Manager 11,0,1
R0241,4,4,4,3,4,3,3,3,4,3,3,3,3,3,3,4,3,3,3,3,3,4,3,3,4,3,3,4,3,2,3,2,3,2,3,3,2,3,Human Resources,Male,Individual Contributor,Non-Minority,Professional,0,Northeast,Exceeds,M0019,Manager 23,0,1
R0242,4,5,5,5,1,2,2,2,4,4,4,3,5,5,4,5,4,5,4,5,4,4,3,3,4,3,3,2,4,3,3,4,3,3,3,3,3,4,Human Resources,Male,Individual Contributor,Non-Minority,Senior Manager,0,Midwest,Meets,M0008,Manager 24,0,3
R0243,4,4,4,4,4,4,3,4,3,3,3,3,4,3,4,4,4,4,3,3,3,3,3,3,2,5,3,4,4,4,3,3,3,4,4,3,3,2,Human Resources,Male,Individual Contributor,Minority,Entry,0,Remote,Meets,M0010,Manager 12,0,3
R0244,4,5,5,5,4,5,5,4,3,4,3,4,4,3,5,3,3,5,3,3,3,2,3,3,3,3,3,3,2,4,4,2,3,3,4,2,3,2,Legal,Female,Individual Contributor,Minority,Senior Manager,0,Midwest,Meets,M0039,Manager 12,0,0
R0245,4,3,4,4,4,4,3,4,4,4,3,4,4,4,3,3,4,3,5,3,4,3,3,4,3,3,4,3,4,2,4,4,3,3,3,3,3,4,Research,Female,Individual Contributor,Non-Minority,Manager,0,Southeast,Below,M0043,Manager 44,0,2
R0246,5,5,5,5,3,3,3,4,3,2,4,3,3,3,3,3,3,2,2,2,1,3,3,2,3,2,2,2,3,3,3,2,2,2,2,2,1,2,Engineering,Male,Individual Contributor,Non-Minority,Senior Manager,0,Midwest,Exceeds,M0023,Manager 7,0,0
R0247,5,5,4,5,5,4,4,5,5,4,5,5,5,5,5,4,4,5,3,3,4,3,5,4,4,3,5,4,3,3,4,3,4,3,4,4,4,3,Engineering,Female,Individual Contributor,Non-Minority,Manager,0,Midwest,Meets,M0017,Manager 46,0,2
R0248,5,5,5,4,3,3,2,3,5,5,5,4,5,4,4,3,4,4,4,3,5,4,4,4,4,3,5,5,4,4,4,5,5,4,3,5,3,4,Communications,Female,Individual Contributor,Non-Minority,Entry,0,Northeast,Meets,M0010,Manager 50,0,0
R0249,5,5,5,5,4,4,3,3,4,3,4,4,3,3,5,5,5,5,4,4,4,3,4,5,3,5,5,4,5,4,4,4,4,4,5,5,4,3,Research,Female,Manager,Non-Minority,Professional,1,Midwest,Meets,M0010,Manager 25,0,0
R0250,4,4,5,4,4,5,4,3,3,3,3,3,2,3,3,2,3,3,5,3,5,4,3,4,4,5,5,5,4,5,5,4,4,4,4,4,4,5,Product,Female,Manager,Non-Minority,Director,1,West,Meets,M0005,Manager 8,0,3
R0251,4,3,3,3,4,4,4,5,4,3,4,4,3,4,4,4,3,3,2,2,2,1,2,2,1,1,1,3,1,1,1,1,1,1,1,1,2,1,IT,Male,Individual Contributor,Non-Minority,Manager,0,Midwest,Meets,M0010,Manager 6,0,1
R0252,4,4,3,3,3,3,4,3,4,4,4,5,4,5,1,2,3,4,1,1,2,1,2,1,2,1,2,1,1,2,1,2,1,1,2,1,1,2,Operations,Male,Individual Contributor,Non-Minority,Professional,0,Southeast,Meets,M0050,Manager 25,1,0
R0253,5,5,5,5,4,4,5,4,5,4,5,5,5,5,4,4,5,4,4,2,4,3,4,3,3,3,3,3,4,2,3,3,3,3,3,3,3,4,Operations,Female,Individual Contributor,Non-Minority,Senior Professional,0,West,Exceeds,M0028,Manager 31,1,1
R0254,3,5,3,4,5,5,5,4,4,4,3,4,3,3,4,3,3,3,4,2,2,2,3,2,2,3,2,2,3,3,2,3,2,4,2,3,2,3,Supply Chain,Female,Manager,Non-Minority,Manager,1,Remote,Meets,M0041,Manager 22,0,2
R0255,2,2,2,1,2,1,2,2,3,2,3,3,3,4,4,3,3,3,3,3,4,2,2,3,3,1,2,3,4,3,2,2,4,3,2,2,2,3,Marketing,Male,Individual Contributor,Minority,VP,0,Southeast,Meets,M0025,Manager 27,0,2
R0256,3,3,4,3,4,5,5,3,5,5,5,5,5,5,4,3,3,4,3,4,4,4,3,3,3,4,4,4,4,3,3,3,3,3,4,3,4,2,Customer Service,Male,Manager,Minority,Manager,1,Remote,Meets,M0035,Manager 32,0,0
R0257,4,4,5,4,3,3,4,4,5,5,5,5,4,5,3,4,3,4,3,4,4,5,4,4,4,3,5,4,3,4,5,4,5,4,4,3,3,4,Customer Service,Male,Individual Contributor,Non-Minority,Senior Manager,0,Southeast,Meets,M0025,Manager 6,0,0
R0258,4,4,5,4,4,2,4,4,3,3,4,3,3,2,5,5,4,5,4,4,4,5,4,3,4,4,3,4,5,4,3,4,3,4,4,4,4,4,IT,Female,Individual Contributor,Non-Minority,Director,0,West,Meets,M0034,Manager 37,0,0
R0259,4,4,4,5,3,4,5,4,2,3,3,3,3,2,1,2,1,2,3,3,4,3,3,3,3,3,2,3,2,3,1,2,2,3,3,3,3,3,Communications,Female,Individual Contributor,Minority,Director,0,Southeast,Meets,M0045,Manager 6,0,3
R0260,4,4,4,3,4,5,3,4,4,4,4,3,4,4,4,3,5,5,2,4,4,4,3,4,3,3,3,4,3,4,3,4,3,4,4,5,2,3,Sales,Male,Individual Contributor,Non-Minority,Senior Professional,0,Northeast,Meets,M0014,Manager 2,0,3
R0261,4,3,5,3,3,4,4,3,4,4,4,4,4,4,3,3,3,4,4,4,4,4,4,2,3,3,3,3,4,5,4,4,4,2,3,4,3,3,Operations,Female,Individual Contributor,Non-Minority,Senior Manager,0,West,Meets,M0009,Manager 8,0,0
R0262,4,4,4,4,5,4,4,5,4,3,4,3,3,4,5,4,4,4,2,3,3,1,3,2,3,2,2,3,3,2,2,2,2,2,3,2,3,3,Finance,Male,Individual Contributor,Non-Minority,Senior Professional,0,Midwest,Meets,M0050,Manager 9,0,1
R0263,5,5,5,4,5,5,5,5,4,3,4,4,4,3,3,3,3,3,4,5,4,3,4,4,5,5,5,5,4,4,4,4,3,4,4,4,5,4,Engineering,Male,Manager,Non-Minority,Manager,1,Southeast,Meets,M0036,Manager 27,0,2
R0264,4,3,4,4,3,4,4,3,3,2,2,4,3,2,4,4,4,4,2,2,3,2,2,2,2,1,2,2,2,1,1,2,2,2,2,2,2,2,Sales,Female,Individual Contributor,Non-Minority,Professional,0,Southeast,Meets,M0004,Manager 48,0,1
R0265,3,3,2,3,4,4,3,4,3,3,3,3,3,3,4,4,5,5,1,2,2,2,2,3,2,3,3,2,2,2,1,2,2,2,3,3,2,1,Marketing,Female,Individual Contributor,Non-Minority,Entry,0,Southeast,Below,M0025,Manager 47,0,0
R0266,4,5,4,4,5,5,5,4,4,4,4,5,5,4,4,3,4,3,3,3,3,3,2,3,2,3,2,1,3,3,3,2,4,2,1,1,2,3,Finance,Male,Individual Contributor,Non-Minority,Director,0,West,Meets,M0024,Manager 4,0,2
R0267,3,4,4,3,5,5,5,5,3,4,4,3,4,3,3,3,3,3,5,5,5,5,4,5,5,5,5,5,4,5,5,5,5,4,5,5,5,3,Supply Chain,Female,Individual Contributor,Non-Minority,Entry,0,Remote,Meets,M0005,Manager 31,1,1
R0268,4,5,5,5,4,5,4,5,4,5,3,5,4,4,4,4,4,4,2,3,2,2,2,2,3,2,2,2,2,4,2,3,3,3,3,2,4,2,Risk Management,Female,Individual Contributor,Non-Minority,Senior Manager,0,Southeast,Meets,M0002,Manager 10,0,0
R0269,4,3,4,3,5,4,5,5,3,3,2,3,2,2,4,3,3,3,3,3,2,3,4,3,4,4,3,2,3,3,3,3,3,4,3,3,3,4,Operations,Female,Individual Contributor,Minority,Professional,0,Northeast,Meets,M0016,Manager 5,0,1
R0270,4,4,4,4,3,3,3,3,3,3,2,2,3,2,3,5,5,3,4,4,5,5,3,5,3,5,4,4,4,4,5,5,4,5,5,4,4,5,Finance,Male,Senior Leader,Non-Minority,Senior Manager,1,West,Meets,M0010,Manager 49,0,1
R0271,4,3,4,4,2,3,2,2,4,4,5,4,4,4,3,4,3,4,3,2,3,3,4,2,3,2,3,3,3,2,3,2,2,2,3,3,1,4,Marketing,Female,Individual Contributor,Non-Minority,Manager,0,Southeast,Meets,M0048,Manager 34,0,1
R0272,5,4,4,4,4,3,3,3,3,3,3,3,3,3,5,5,5,5,4,4,4,5,2,4,4,4,3,5,5,4,4,4,4,4,4,5,4,4,Supply Chain,Female,Individual Contributor,Non-Minority,Senior Professional,0,West,Meets,M0027,Manager 47,0,2
R0273,3,4,3,3,3,2,3,4,5,5,5,5,5,5,4,3,4,4,4,2,4,3,3,3,3,3,3,3,4,4,4,4,3,3,3,3,5,4,Operations,Female,Senior Leader,Minority,Manager,1,Northeast,Below,M0019,Manager 8,0,0
R0274,3,3,3,3,4,4,4,4,4,4,5,4,4,4,3,3,4,4,4,3,3,4,3,4,4,2,3,4,3,2,3,5,3,4,3,3,4,3,Marketing,Male,Individual Contributor,Non-Minority,Entry,0,Northeast,Meets,M0039,Manager 49,0,0
R0275,5,5,5,5,3,4,4,3,4,3,3,4,3,3,2,3,2,3,2,1,2,2,1,3,1,1,2,3,1,2,2,2,2,1,1,2,1,2,Marketing,Male,Individual Contributor,Non-Minority,Senior Manager,0,Southeast,Exceeds,M0001,Manager 26,0,0
R0276,3,3,4,4,5,5,5,5,2,3,4,3,1,3,5,4,4,5,3,3,3,3,4,3,3,3,4,3,3,5,4,4,3,4,3,4,3,4,Risk Management,Male,Senior Leader,Minority,Manager,1,West,Below,M0036,Manager 46,0,0
R0277,4,4,4,3,4,4,3,4,4,5,5,4,4,5,3,4,3,3,3,3,3,2,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,2,Risk Management,Male,Individual Contributor,Minority,Senior Professional,0,Remote,Meets,M0033,Manager 20,0,0
R0278,2,4,3,3,3,4,4,2,4,5,5,5,4,5,3,2,3,2,3,2,3,2,2,1,3,3,2,1,3,1,3,2,2,3,2,2,3,1,Supply Chain,Female,Manager,Minority,Professional,1,West,Below,M0011,Manager 18,0,0
R0279,5,5,5,4,4,4,4,4,4,5,4,5,5,5,3,2,2,3,3,3,4,3,4,4,4,3,3,3,4,3,4,4,3,4,3,4,3,4,Human Resources,Male,Individual Contributor,Minority,Senior Manager,0,West,Meets,M0009,Manager 48,0,1
R0280,5,5,4,5,5,5,4,5,4,4,5,5,5,5,5,4,4,4,4,5,4,3,3,3,3,3,4,4,4,3,4,3,2,3,3,3,3,3,Sales,Female,Manager,Minority,Manager,1,Remote,Meets,M0004,Manager 15,0,0
R0281,3,3,3,3,3,2,3,3,5,3,4,3,4,3,4,3,3,3,5,4,5,5,5,5,4,5,4,5,5,5,4,5,5,4,4,5,4,4,Legal,Female,Individual Contributor,Minority,Professional,0,Remote,Below,M0039,Manager 5,0,3
R0282,3,4,3,3,1,3,2,2,3,3,3,3,3,3,4,4,4,4,1,1,2,3,3,1,2,2,2,2,3,2,1,2,2,2,1,1,2,1,Risk Management,Female,Individual Contributor,Minority,Director,0,West,Meets,M0031,Manager 21,0,0
R0283,4,4,4,3,3,3,3,4,4,3,3,3,3,3,3,3,4,4,4,4,4,5,4,4,3,4,3,5,5,5,4,4,4,5,5,4,4,5,Research,Male,Individual Contributor,Minority,Director,0,West,Meets,M0025,Manager 11,0,0
R0284,3,3,3,4,5,3,5,5,4,3,4,4,4,4,3,3,3,2,3,2,4,4,3,4,3,3,2,3,3,2,2,3,3,2,2,3,2,3,Finance,Male,Individual Contributor,Non-Minority,VP,0,Midwest,Below,M0042,Manager 28,1,0
R0285,3,4,4,3,3,4,4,4,4,4,4,4,3,3,4,4,4,4,4,5,4,3,3,3,4,4,5,3,4,5,3,4,3,4,3,4,4,3,Sales,Male,Individual Contributor,Non-Minority,Senior Professional,0,Northeast,Exceeds,M0007,Manager 5,1,3
R0286,5,5,4,4,4,4,5,4,3,4,3,4,2,2,2,2,3,1,4,3,4,3,4,3,4,3,4,4,3,4,2,4,5,3,3,4,3,3,Operations,Female,Individual Contributor,Non-Minority,Senior Manager,0,Midwest,Exceeds,M0002,Manager 16,0,0
R0287,4,5,5,5,3,2,2,4,2,2,2,2,3,3,5,4,3,3,4,3,3,3,3,2,3,3,2,2,4,3,4,2,2,2,2,2,3,3,Engineering,Male,Individual Contributor,Minority,Professional,0,Remote,Meets,M0007,Manager 5,0,2
R0288,3,3,4,4,4,4,3,3,5,5,3,4,4,5,2,3,3,3,4,4,4,5,5,5,4,5,4,4,4,4,4,4,4,4,4,5,4,4,Sales,Male,Individual Contributor,Minority,Senior Manager,0,Northeast,Meets,M0049,Manager 20,0,2
R0289,5,5,5,5,2,1,1,2,4,4,4,4,5,4,5,4,5,5,4,4,4,3,4,4,4,3,4,3,5,4,3,4,4,5,3,4,4,4,Sales,Female,Individual Contributor,Minority,Senior Manager,0,Southeast,Meets,M0041,Manager 3,0,0
R0290,3,4,4,4,4,2,4,3,2,3,3,3,3,3,3,3,3,4,4,4,2,4,3,4,3,3,4,3,4,3,4,4,4,3,4,4,4,4,Sales,Female,Individual Contributor,Minority,Senior Professional,0,Northeast,Exceeds,M0037,Manager 37,0,0
R0291,4,5,4,5,3,5,3,4,3,4,3,3,3,4,4,5,4,4,4,3,4,3,3,3,4,4,4,4,3,3,4,3,3,3,2,4,4,4,Finance,Female,Individual Contributor,Non-Minority,Senior Manager,0,West,Exceeds,M0003,Manager 4,0,2
R0292,4,4,4,3,4,4,5,4,4,3,2,3,3,4,4,3,3,4,4,2,4,3,3,4,5,4,4,4,3,2,4,3,3,3,4,3,3,3,Operations,Female,Individual Contributor,Minority,Entry,0,Midwest,Meets,M0001,Manager 23,0,2
R0293,4,4,4,4,2,2,2,2,5,5,5,5,5,5,3,2,2,4,3,3,3,3,3,4,3,3,2,4,3,3,3,3,3,3,2,4,3,3,Communications,Female,Individual Contributor,Minority,Senior Professional,0,West,Exceeds,M0033,Manager 13,0,0
R0294,4,4,4,5,5,5,5,5,4,5,4,5,5,5,4,3,3,3,3,4,2,3,4,4,3,4,3,4,5,5,4,4,3,3,4,3,4,5,Operations,Female,Manager,Non-Minority,VP,1,West,Below,M0047,Manager 23,0,0
R0295,3,3,2,3,2,4,3,4,4,4,5,5,4,4,5,5,5,5,4,2,3,3,2,4,3,2,3,2,3,3,4,3,4,3,3,3,3,4,Marketing,Male,Individual Contributor,Non-Minority,Director,0,Northeast,Meets,M0022,Manager 27,0,1
R0296,3,4,4,4,1,3,2,3,2,2,2,3,2,2,2,2,2,2,5,4,5,4,3,4,4,5,5,5,3,4,5,4,4,3,5,4,4,3,Supply Chain,Male,Senior Leader,Minority,Senior Manager,1,Northeast,Below,M0033,Manager 50,0,2
R0297,4,3,4,3,3,3,3,3,4,4,4,4,3,3,3,4,4,3,4,3,3,2,3,3,3,3,4,4,3,3,4,3,3,3,3,3,2,2,Marketing,Male,Manager,Minority,Entry,1,Remote,Meets,M0025,Manager 31,0,2
R0298,4,4,4,4,3,4,5,5,4,4,5,4,5,4,4,4,3,3,3,3,1,4,2,4,3,5,4,3,3,4,3,4,3,3,4,4,4,4,IT,Female,Individual Contributor,Non-Minority,VP,0,Northeast,Below,M0019,Manager 11,0,0
R0299,4,3,3,3,3,3,3,3,4,3,4,3,3,4,3,3,3,4,4,4,4,4,4,3,3,4,4,3,4,3,3,3,3,4,3,5,4,2,Marketing,Male,Individual Contributor,Non-Minority,Director,0,West,Meets,M0006,Manager 41,0,0
R0300,3,4,4,4,4,4,3,3,3,4,4,2,4,3,3,3,3,3,5,5,5,4,4,4,3,4,5,4,5,4,4,4,5,4,4,4,4,5,Human Resources,Female,Individual Contributor,Minority,Director,0,Southeast,Meets,M0014,Manager 44,0,0
R0301,2,2,2,2,4,4,4,5,5,5,4,5,4,5,3,4,3,4,5,5,4,4,5,4,5,5,4,4,4,5,5,4,5,4,4,4,4,5,Research,Male,Manager,Non-Minority,Professional,1,Southeast,Meets,M0033,Manager 34,1,0
R0302,5,4,5,3,3,3,3,4,5,5,5,5,3,5,3,4,4,4,1,1,2,2,2,1,2,2,1,1,2,1,1,1,2,1,1,2,1,2,Supply Chain,Female,Individual Contributor,Non-Minority,Senior Manager,0,Remote,Meets,M0050,Manager 22,0,1
R0303,3,4,2,3,2,3,2,3,3,4,4,3,3,3,3,3,2,2,3,3,3,3,2,4,2,4,3,4,3,3,2,2,4,2,3,4,4,3,Product,Female,Individual Contributor,Non-Minority,VP,0,Southeast,Meets,M0022,Manager 19,0,0
R0304,2,4,2,3,3,3,4,3,5,4,4,4,4,4,4,5,4,4,2,2,2,1,3,3,2,2,1,2,3,3,3,2,3,2,3,2,2,2,Operations,Male,Individual Contributor,Minority,Senior Manager,0,West,Meets,M0003,Manager 46,0,2
R0305,4,4,4,5,4,5,4,5,4,4,3,4,3,4,3,4,4,3,4,3,3,2,4,3,5,4,4,3,3,4,3,3,3,3,5,5,4,4,Communications,Male,Individual Contributor,Minority,Director,0,West,Below,M0016,Manager 14,0,1
R0306,3,4,4,3,4,4,4,3,3,3,2,3,3,4,3,3,4,2,3,4,4,4,5,5,5,5,5,3,5,4,4,5,3,3,5,5,5,4,IT,Male,Manager,Minority,Senior Manager,1,Northeast,Meets,M0010,Manager 37,1,0
R0307,5,3,5,5,3,3,3,3,4,4,3,3,4,4,4,3,4,2,4,3,3,5,4,3,3,4,4,4,3,3,4,3,3,4,4,4,3,4,Research,Female,Individual Contributor,Non-Minority,Manager,0,Northeast,Meets,M0001,Manager 10,0,1
R0308,3,4,3,2,5,5,5,5,3,4,4,4,3,3,5,5,4,4,4,3,4,3,5,4,5,5,4,4,4,4,5,4,5,5,4,4,4,4,Communications,Male,Manager,Non-Minority,VP,1,Midwest,Meets,M0036,Manager 6,1,0
R0309,4,3,4,4,4,3,4,4,4,3,3,3,4,3,3,4,3,4,4,2,3,3,3,4,5,4,4,4,3,2,3,4,4,4,3,5,3,4,Product,Male,Individual Contributor,Non-Minority,Entry,0,West,Meets,M0021,Manager 11,0,2
R0310,3,4,4,4,4,4,4,3,4,4,4,5,4,4,3,3,3,3,3,3,3,4,4,3,4,4,4,4,3,3,4,5,4,4,4,4,4,2,Engineering,Male,Individual Contributor,Non-Minority,Professional,0,Northeast,Meets,M0018,Manager 37,0,0
R0311,3,4,3,3,3,3,3,3,4,5,4,5,3,4,3,3,3,4,3,3,3,4,4,3,4,3,3,2,3,3,4,3,2,3,4,2,2,3,Operations,Female,Individual Contributor,Non-Minority,Senior Professional,0,Northeast,Exceeds,M0005,Manager 12,1,0
R0312,4,3,3,4,3,3,3,2,4,4,5,5,5,5,3,3,3,3,3,4,5,4,5,4,3,4,4,5,4,4,4,5,4,3,5,5,5,4,Supply Chain,Female,Individual Contributor,Non-Minority,VP,0,West,Meets,M0017,Manager 31,1,0
R0313,4,3,4,4,3,3,3,3,3,4,4,3,2,2,5,5,5,5,2,3,2,2,1,2,3,2,3,4,3,3,3,2,3,4,2,2,2,2,Engineering,Male,Individual Contributor,Non-Minority,VP,0,West,Meets,M0042,Manager 9,0,3
R0314,3,3,3,3,4,4,4,5,4,3,4,5,4,3,2,2,2,3,1,1,2,2,2,1,2,2,2,3,3,1,1,2,1,1,2,2,2,2,Human Resources,Female,Individual Contributor,Non-Minority,Senior Manager,0,West,Meets,M0003,Manager 24,0,0
